tick,n1,n2,x0,y0,vec_x0,vec_y0,x1,y1,vec_x1,vec_y1,x2,y2,vec_x2,vec_y2,x3,y3,vec_x3,vec_y3,x4,y4,vec_x4,vec_y4,x5,y5,vec_x5,vec_y5,x6,y6,vec_x6,vec_y6,x7,y7,vec_x7,vec_y7,x8,y8,vec_x8,vec_y8,x9,y9,vec_x9,vec_y9
31560,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31590,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31620,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31650,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31680,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31710,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31740,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31770,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31800,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31830,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31860,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31890,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31920,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31950,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
31980,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32010,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32040,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32070,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32100,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32130,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32160,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32190,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32220,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32250,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32280,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32310,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32340,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32370,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32400,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32430,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32460,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32490,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32520,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32550,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32580,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32610,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32640,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32670,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32700,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32730,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32760,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32790,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32820,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32850,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32880,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32910,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32940,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
32970,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33000,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33030,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33060,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33090,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33120,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33150,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33180,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33210,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33240,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33270,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33300,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33330,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33360,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33390,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33420,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33450,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33480,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33510,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33540,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33570,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33600,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33630,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33660,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33690,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33720,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33750,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33780,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33810,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
33840,5,5,76.0,74.0,125.90624,249.375,74.0,76.0,162.0,105.96875,74.0,76.0,12.0,230.96875,72.0,78.0,218.0,124.96875,72.0,80.0,251.65625,159.28125,182.0,176.0,107.03124,140.96875,182.0,178.0,38.0,99.96875,182.0,176.0,188.0,231.96875,182.0,176.0,238.0,80.96875,184.0,174.0,132.0,211.96875
